200 2.387988
400 2.036064
600 1.971334
800 1.876129
1000 1.653945
1200 1.480293
1400 1.404476
1600 1.368256
1800 1.353247
2000 1.330281
2200 1.306386
2400 1.270663
2600 1.250803
2800 1.255704
3000 1.247541
3200 1.272413
3400 1.257122
3600 1.254715
3800 1.239138
4000 1.241085
