200 0.512325
400 0.478297
600 0.467792
800 0.462165
1000 0.449752
1200 0.443307
1400 0.436069
1600 0.434653
1800 0.434210
2000 0.433265
2200 0.432741
2400 0.432754
2600 0.432424
2800 0.432634
3000 0.432615
3200 0.432129
3400 0.432134
3600 0.431738
3800 0.432087
4000 0.431887
