200 0.196025
400 0.196703
600 0.197153
800 0.195443
1000 0.195186
1200 0.191506
1400 0.190370
1600 0.190841
1800 0.190733
2000 0.190492
2200 0.190472
2400 0.190324
2600 0.190459
2800 0.190318
3000 0.190299
3200 0.190285
3400 0.190337
3600 0.190387
3800 0.190376
4000 0.190197
