16 4.571429
32 7.111111
64 7.111111
128 6.796460
256 6.887892
512 2.865672
1024 2.856346
2048 2.434231
4096 2.489970
8192 2.175156
16384 2.461045
32768 2.185505
65536 2.185760
131072 2.188357
262144 1.926795
524288 1.603345
1048576 1.421750
2097152 1.333330
4194304 1.292820
8388608 1.280846
